price,make,model,year,mileage,engine_size,horsepower,fuel,transmission,drive_type,color,city,seller_type,doors,owners,accident,condition,service_history,trim,tuv_months,consumption_l_per_100km
3282.47,Skoda,Karoq,2004,350000,2.0,140,hybrid,automatic,all,silver,Bonn,private,4,1,yes,fair,partial,base,0.0,3.8
4463.51,Mercedes-Benz,GLC,2014,244446,3.0,210,diesel,manual,front,red,Berlin,dealer,4,3,no,good,none,base,5.3,6.9
14504.94,Opel,Corsa,2025,11138,2.0,180,petrol,automatic,rear,silver,Stuttgart,dealer,4,1,no,excellent,full,sport,5.9,7.9
12460.77,Opel,Crossland,2024,20903,2.0,140,petrol,automatic,front,grey,Munich,private,4,1,no,excellent,full,sport,2.1,8.6
3489.21,Ford,Puma,2004,350000,2.0,140,hybrid,manual,front,black,Muenster,dealer,4,1,no,fair,partial,sport,12.3,5.3
3639.97,Mercedes-Benz,SLK,2011,196480,2.0,140,hybrid,automatic,all,grey,Leipzig,private,4,5,no,fair,none,base,1.7,4.6
14752.8,Ford,Mondeo,2021,45944,1.5,100,petrol,automatic,front,green,Leipzig,private,5,2,no,excellent,full,sport,17.7,5.8
3562.71,Seat,Ateca,2009,163431,3.0,180,diesel,manual,front,silver,Cologne,dealer,4,3,yes,fair,partial,base,8.7,7.3
34252.22,BMW,X6,2023,29786,1.0,60,petrol,automatic,all,white,Berlin,private,4,6,no,excellent,full,base,18.9,4.8
8258.16,BMW,X5,2016,225025,3.0,180,diesel,manual,all,grey,Duesseldorf,dealer,5,3,no,fair,full,sport,4.4,6.1
7581.27,Ford,Focus ST,2015,225203,3.0,180,diesel,automatic,all,grey,Essen,private,5,1,no,fair,partial,base,9.9,6.8
12250.17,Skoda,Octavia,2024,75500,3.0,210,hybrid,manual,front,red,Hamburg,private,5,1,no,excellent,partial,sport,0.1,5.5
26216.24,Ford,Mustang,2024,28582,3.0,210,diesel,automatic,front,grey,Frankfurt,dealer,4,6,no,excellent,full,sport,13.8,7.5
2788.55,Opel,Zafira,2008,247331,2.0,180,petrol,manual,front,white,Hannover,dealer,3,1,yes,fair,partial,base,10.0,7.9
45710.1,Mercedes-Benz,E-Klasse,2023,56314,2.5,180,hybrid,automatic,rear,silver,Duesseldorf,private,4,2,no,excellent,full,s_line,11.6,5.9
2118.62,BMW,4er,2004,350000,3.0,210,diesel,automatic,all,black,Frankfurt,dealer,4,2,yes,fair,none,base,9.4,6.4
24602.05,Mercedes-Benz,CLS,2021,71483,1.6,90,diesel,automatic,front,grey,Hamburg,dealer,4,2,no,excellent,full,base,0.0,4.0
12853.02,Ford,Kuga,2017,115031,3.0,180,diesel,automatic,all,grey,Bielefeld,private,4,2,no,excellent,full,sport,10.0,6.4
9336.75,Volkswagen,Arteon,2019,161098,2.0,110,diesel,automatic,front,white,Hamburg,dealer,3,5,no,good,none,base,0.0,5.8
11811.7,BMW,7er,2017,183539,2.0,140,diesel,manual,all,white,Muenster,private,4,3,no,fair,partial,m_sport,7.9,5.1
15002.93,BMW,4er,2021,99975,1.2,70,petrol,manual,all,red,Stuttgart,private,4,1,yes,good,full,m_sport,17.5,6.6
17967.8,Skoda,Kodiaq RS,2020,26592,2.0,140,petrol,automatic,all,black,Bremen,private,3,2,no,excellent,full,base,8.5,6.5
18831.05,Volkswagen,Tiguan R-Line,2019,71763,3.0,210,diesel,manual,front,silver,Stuttgart,dealer,4,1,no,excellent,full,s_line,1.6,7.4
6439.17,Opel,Crossland,2019,119316,3.0,210,hybrid,automatic,all,red,Muenster,dealer,4,1,yes,good,none,base,6.4,5.2
10646.25,Opel,Zafira,2022,35016,1.4,90,petrol,automatic,all,grey,Leipzig,dealer,4,1,no,excellent,full,sport,0.0,6.5
31081.85,Opel,Insignia,2025,15344,3.0,210,hybrid,manual,all,silver,Bremen,dealer,4,1,no,excellent,full,sport,4.8,4.8
5971.62,Audi,A5,2019,95694,3.0,210,diesel,manual,rear,silver,Stuttgart,dealer,4,6,yes,good,full,s_line,1.0,7.0
10792.38,Porsche,Boxster,2014,214078,2.0,110,diesel,manual,rear,red,Frankfurt,dealer,4,1,no,fair,full,sport,7.1,5.0
28311.03,BMW,1er,2024,48689,2.0,140,diesel,automatic,front,white,Stuttgart,dealer,4,1,no,excellent,full,m_sport,24.4,6.7
25739.85,Mercedes-Benz,CLA,2024,22834,3.0,210,diesel,manual,all,grey,Leipzig,private,5,2,no,excellent,full,base,6.2,8.1
5364.4,Opel,Corsa,2010,111579,0.0,250,electric,automatic,all,silver,Muenster,dealer,5,1,no,good,full,base,5.7,19.5
3041.53,Opel,Insignia,2008,350000,2.0,140,diesel,automatic,front,blue,Frankfurt,dealer,5,2,yes,fair,none,base,4.4,7.0
19154.9,Volkswagen,ID.4,2020,77275,0.0,200,electric,automatic,front,white,Muenster,dealer,4,2,no,good,full,sport,2.1,17.5
14489.51,Ford,S-Max,2022,47142,1.6,110,petrol,manual,all,white,Hannover,dealer,5,2,no,excellent,full,base,4.3,6.1
4425.4,Seat,Leon,2013,142114,3.0,180,diesel,manual,rear,white,Hannover,dealer,4,1,yes,good,none,base,7.0,6.7
6593.65,Volkswagen,Golf,2014,145860,1.0,60,petrol,manual,all,black,Bonn,private,4,4,no,good,full,sport,10.0,5.3
57152.07,Mercedes-Benz,CLS,2024,28589,0.0,200,electric,manual,front,green,Hamburg,dealer,4,1,no,excellent,full,s_line,4.3,17.7
13586.09,Mercedes-Benz,EQA,2019,99295,2.0,140,diesel,automatic,front,white,Duesseldorf,private,4,4,no,excellent,full,amg,7.7,5.2
26978.03,Mercedes-Benz,EQA,2022,17738,2.0,140,hybrid,automatic,rear,silver,Duesseldorf,dealer,3,4,no,excellent,full,sport,8.9,4.1
7678.81,Opel,Insignia,2016,72358,1.6,90,diesel,automatic,rear,black,Muenster,dealer,4,6,no,good,full,sport,3.4,4.6
19154.39,Opel,Grandland,2022,34859,3.0,180,diesel,automatic,all,blue,Bonn,private,4,2,no,excellent,full,sport,16.1,6.0
1755.14,Skoda,Kamiq,2001,251294,3.0,220,petrol,manual,front,grey,Dortmund,dealer,4,3,yes,fair,none,base,10.5,8.7
15675.87,Ford,Focus ST,2022,102091,2.0,110,diesel,automatic,front,silver,Nuernberg,dealer,5,5,no,excellent,full,base,13.8,5.7
42499.93,BMW,5er,2025,20721,3.0,210,diesel,manual,front,silver,Dortmund,dealer,5,6,no,excellent,full,m_sport,18.3,6.6
15014.62,Audi,A1,2023,72860,2.0,140,hybrid,automatic,front,white,Munich,dealer,4,1,no,excellent,full,base,20.8,4.7
16815.99,BMW,X5,2015,97920,0.0,250,electric,automatic,all,white,Bonn,dealer,5,4,no,excellent,full,sport,0.0,20.0
27205.73,Mercedes-Benz,A-Klasse,2024,21381,2.0,140,hybrid,manual,all,white,Hannover,dealer,5,1,no,excellent,full,sport,5.8,4.9
9121.52,Seat,Ibiza,2025,20668,4.0,300,petrol,automatic,rear,red,Nuernberg,private,4,1,yes,good,full,sport,5.7,12.6
8929.54,BMW,X1,2020,125054,2.0,140,petrol,manual,front,black,Berlin,private,4,5,no,good,full,m_sport,2.6,7.4
14103.29,Ford,Focus ST,2018,66473,3.0,220,petrol,automatic,all,white,Duesseldorf,dealer,4,1,no,excellent,full,sport,1.8,8.7
21545.05,Porsche,Taycan,2017,209408,2.0,110,diesel,automatic,all,grey,Duesseldorf,dealer,4,2,no,fair,partial,base,9.2,5.6
21691.6,Ford,Mondeo,2025,7996,2.0,140,diesel,manual,front,black,Leipzig,dealer,4,5,no,excellent,full,sport,21.3,6.5
7395.52,Seat,Arona,2017,98892,4.0,300,petrol,automatic,all,silver,Nuernberg,dealer,5,1,no,excellent,partial,base,7.8,11.8
5324.07,Mercedes-Benz,E-Klasse,2015,349809,1.0,60,petrol,automatic,rear,silver,Frankfurt,private,5,1,no,fair,full,sport,1.2,4.6
12129.11,Audi,Q3,2021,123238,0.0,150,electric,manual,all,white,Frankfurt,dealer,3,4,no,good,full,base,4.2,16.8
6823.88,Ford,Focus,2021,109599,2.0,180,petrol,automatic,front,black,Bielefeld,private,5,6,no,good,full,sport,5.1,7.2
41167.8,BMW,i4,2024,25818,0.0,250,electric,automatic,all,white,Cologne,dealer,4,6,no,excellent,full,m_sport,8.6,21.5
56528.84,Porsche,Boxster,2022,33425,3.0,210,hybrid,automatic,all,grey,Essen,dealer,4,6,no,excellent,full,s_line,9.1,5.9
6976.74,Skoda,Kamiq,2019,120117,4.0,300,petrol,automatic,all,silver,Frankfurt,dealer,4,4,no,good,full,base,6.8,12.6
7083.47,Audi,Q8,2014,261435,3.0,180,diesel,automatic,all,black,Muenster,dealer,4,2,no,fair,partial,sport,4.2,7.0
2012.71,Skoda,Fabia,2010,273084,2.0,180,petrol,manual,all,black,Muenster,private,4,2,yes,fair,partial,base,3.7,9.6
25455.51,Opel,Insignia,2025,10394,3.0,220,petrol,automatic,all,black,Frankfurt,dealer,4,2,no,excellent,full,sport,7.5,9.6
4765.77,Ford,Fiesta,2019,97819,2.0,140,hybrid,manual,front,red,Nuernberg,dealer,5,1,no,excellent,none,sport,0.9,5.3
23619.17,BMW,X1,2023,50416,0.0,100,electric,manual,front,silver,Hannover,dealer,4,1,no,excellent,full,m_sport,0.0,13.7
11187.59,BMW,2er,2021,84151,1.0,60,petrol,automatic,rear,black,Hannover,private,5,6,no,excellent,full,base,10.9,4.9
18061.48,Ford,Mondeo,2022,91390,2.5,180,hybrid,automatic,front,black,Muenster,dealer,4,3,no,excellent,full,sport,3.8,4.3
8250.97,Skoda,Karoq,2020,48198,2.0,140,petrol,manual,all,grey,Bremen,private,5,6,no,excellent,full,sport,0.0,7.2
2130.73,Volkswagen,T-Cross,2003,350000,1.6,90,diesel,manual,front,white,Bremen,dealer,5,6,yes,fair,partial,base,14.2,4.5
35839.63,Volkswagen,Tiguan,2025,42424,2.5,180,hybrid,automatic,all,grey,Frankfurt,dealer,5,2,no,excellent,full,s_line,23.7,6.1
9890.84,Audi,A5,2019,100914,2.0,140,diesel,manual,all,red,Essen,dealer,4,3,no,excellent,none,s_line,8.2,5.9
4444.31,Ford,Kuga,2018,186140,2.0,140,petrol,automatic,front,grey,Cologne,private,4,3,no,fair,none,base,11.7,7.1
3912.95,Audi,A5,2015,126117,1.6,110,petrol,manual,front,white,Bonn,dealer,5,2,yes,good,partial,base,10.2,7.0
24226.8,Mercedes-Benz,GLS,2012,101527,2.5,180,hybrid,automatic,rear,white,Bielefeld,dealer,4,1,no,excellent,full,amg,6.3,5.7
9667.19,Skoda,Karoq,2020,44211,2.0,180,petrol,automatic,rear,white,Hannover,dealer,4,6,no,excellent,full,sport,5.5,8.8
10545.63,BMW,2er,2019,101771,4.0,300,petrol,manual,all,red,Bremen,dealer,5,1,no,excellent,full,m_sport,0.0,12.5
3464.1,Seat,Leon,2007,243879,2.0,140,petrol,automatic,all,black,Cologne,dealer,4,2,no,fair,full,base,4.7,7.4
70062.81,Porsche,Macan,2024,24583,4.0,300,petrol,automatic,all,red,Hamburg,private,3,1,no,excellent,full,s_line,4.3,11.4
12268.13,Audi,A3,2021,118656,3.0,220,petrol,automatic,all,grey,Stuttgart,private,4,2,no,good,partial,base,18.4,9.3
7804.85,Volkswagen,T-Roc,2019,193411,2.0,180,petrol,automatic,rear,silver,Dresden,dealer,4,1,no,fair,none,base,15.2,7.4
4479.86,Mercedes-Benz,GLS,2002,331733,3.0,180,diesel,automatic,rear,silver,Bielefeld,dealer,4,2,yes,fair,partial,base,16.2,6.8
8078.32,Skoda,Karoq,2019,66134,1.5,100,petrol,manual,all,white,Leipzig,dealer,5,1,yes,good,full,base,7.6,6.2
13192.36,Mercedes-Benz,EQA,2020,159380,3.0,210,diesel,automatic,front,silver,Munich,dealer,4,1,no,good,full,base,1.0,7.0
11621.34,Seat,Arona,2022,52733,2.0,140,petrol,automatic,front,black,Munich,dealer,5,2,no,excellent,full,sport,18.6,8.1
5786.2,Seat,Leon,2011,127306,1.6,90,diesel,manual,front,blue,Munich,private,4,4,no,excellent,full,sport,14.9,3.9
8646.18,Audi,e-tron,2018,150493,3.0,210,diesel,automatic,all,silver,Hamburg,dealer,4,3,no,good,full,base,2.9,7.6
11586.57,Opel,Grandland,2023,24453,1.4,90,petrol,automatic,front,silver,Hamburg,dealer,4,4,no,excellent,full,sport,0.6,6.1
19511.27,BMW,Z4,2022,93196,4.0,300,petrol,manual,rear,black,Berlin,dealer,4,3,no,excellent,full,sport,0.0,11.6
11067.15,Porsche,911,2012,294536,2.0,140,diesel,manual,rear,white,Leipzig,dealer,4,3,no,fair,none,base,9.4,6.3
7758.17,Ford,Mustang,2016,158207,1.6,90,diesel,manual,front,grey,Nuernberg,dealer,4,6,no,good,partial,base,0.0,5.5
13197.65,Mercedes-Benz,A-Klasse,2022,77153,2.0,140,petrol,manual,all,black,Essen,private,4,2,no,excellent,full,s_line,8.5,8.1
65319.42,Porsche,Taycan,2020,72355,2.0,110,diesel,automatic,rear,blue,Cologne,dealer,4,2,no,excellent,full,sport,11.6,4.9
39492.39,Mercedes-Benz,SLK,2025,6498,2.0,140,diesel,manual,rear,green,Frankfurt,dealer,4,5,no,excellent,full,sport,16.6,6.1
24173.64,Volkswagen,Tiguan,2024,39922,1.6,90,diesel,manual,front,grey,Hannover,private,5,2,no,excellent,full,base,6.5,4.3
148350.34,Porsche,Cayenne,2025,29425,4.0,300,petrol,automatic,all,silver,Frankfurt,private,5,3,no,excellent,full,s_line,13.8,12.0
11530.82,Mercedes-Benz,B-Klasse,2023,60402,2.0,140,petrol,automatic,all,grey,Essen,private,4,6,no,excellent,partial,s_line,1.8,7.1
14223.34,Skoda,Karoq,2024,44988,2.0,140,petrol,automatic,front,red,Duesseldorf,dealer,4,4,no,excellent,full,base,12.1,8.6
18706.36,Seat,Leon,2025,14130,1.4,90,petrol,automatic,all,white,Dresden,dealer,4,2,no,excellent,full,base,9.0,5.4
17062.45,Volkswagen,ID.4,2021,101354,4.0,300,petrol,manual,front,black,Cologne,dealer,4,1,no,good,full,sport,19.7,11.3
8723.32,Seat,Ateca,2022,110034,2.0,110,diesel,manual,front,silver,Hamburg,private,4,2,yes,good,partial,base,13.7,5.6
13633.51,Opel,Zafira,2024,47419,1.4,90,petrol,automatic,all,black,Bremen,dealer,4,6,no,excellent,full,sport,10.4,5.1
13148.9,Opel,Zafira,2021,34710,3.0,180,diesel,automatic,front,blue,Berlin,dealer,5,2,no,excellent,full,sport,8.9,6.8
8804.77,Ford,Kuga,2020,66680,1.6,110,petrol,manual,all,white,Hamburg,private,4,6,no,excellent,partial,sport,6.8,5.9
39835.17,Mercedes-Benz,S-Klasse,2022,41287,4.0,300,petrol,manual,rear,white,Muenster,private,5,5,no,excellent,full,sport,9.1,12.5
20514.52,Porsche,Cayman,2014,124329,4.0,300,petrol,manual,all,black,Cologne,private,4,1,no,good,none,sport,12.4,11.5
43311.69,Porsche,Boxster,2020,70339,2.5,180,hybrid,automatic,rear,white,Frankfurt,dealer,4,2,no,excellent,full,sport,2.1,4.8
22848.41,Ford,S-Max,2024,40532,1.5,100,hybrid,manual,front,white,Dresden,dealer,5,2,no,excellent,full,sport,19.2,3.9
11822.8,Ford,S-Max,2020,67968,2.0,180,petrol,automatic,all,white,Frankfurt,dealer,4,1,no,excellent,full,sport,2.8,9.2
25927.85,Audi,A4,2023,31272,3.0,210,hybrid,automatic,front,white,Cologne,private,4,2,no,excellent,full,sport,16.7,4.8
14251.6,Skoda,Kodiaq RS,2022,87309,1.6,110,petrol,automatic,front,black,Berlin,dealer,4,3,no,good,full,base,5.7,6.9
27910.72,Skoda,Enyaq,2024,50831,0.0,100,electric,manual,front,blue,Leipzig,private,5,2,no,excellent,full,base,20.1,13.5
7485.51,Ford,S-Max,2020,165459,4.0,300,petrol,automatic,rear,silver,Cologne,dealer,4,6,no,good,full,sport,4.5,10.9
24207.06,Mercedes-Benz,CLA,2025,33856,1.0,60,petrol,manual,all,white,Hannover,dealer,5,3,no,excellent,full,base,2.0,5.5
2990.29,Opel,Corsa,2017,179645,3.0,180,diesel,automatic,front,white,Stuttgart,private,5,2,yes,fair,full,base,2.5,8.4
42395.59,Mercedes-Benz,GLC,2024,53450,2.0,140,hybrid,automatic,front,blue,Cologne,private,4,1,no,excellent,full,amg,8.8,4.9
1302.05,Volkswagen,Polo,2000,350000,3.0,210,diesel,automatic,front,white,Muenster,private,4,6,yes,fair,partial,base,2.8,6.8
17383.13,Porsche,911,2003,124977,3.0,210,diesel,manual,rear,white,Duesseldorf,dealer,4,4,no,good,partial,base,9.7,7.1
5998.07,Audi,A1,2020,109419,4.0,300,petrol,automatic,front,red,Duesseldorf,dealer,5,1,yes,good,full,base,10.1,10.8
18066.81,BMW,4er,2019,64025,2.0,110,diesel,manual,rear,silver,Hamburg,private,4,1,no,excellent,full,base,7.7,4.4
11579.69,Audi,A5,2019,62622,4.0,300,petrol,manual,all,white,Leipzig,dealer,4,6,no,excellent,full,sport,10.6,12.9
8060.41,Ford,Mustang,2020,105548,3.0,210,diesel,automatic,front,white,Dortmund,dealer,5,6,yes,good,none,base,0.0,7.0
7997.86,Ford,Focus ST,2015,168751,2.0,140,diesel,automatic,front,black,Bonn,dealer,5,5,no,good,full,sport,7.4,5.6
5455.61,Mercedes-Benz,B-Klasse,2018,167508,2.0,140,diesel,automatic,front,black,Duesseldorf,private,5,1,no,good,partial,amg,0.0,6.4
14849.42,Seat,Ateca,2024,28500,2.0,180,petrol,manual,all,red,Hamburg,dealer,4,2,no,excellent,none,sport,12.5,7.7
19958.17,Skoda,Kodiaq RS,2024,41293,1.5,100,hybrid,automatic,front,red,Dortmund,dealer,4,5,no,excellent,full,base,5.2,4.6
10033.82,Skoda,Octavia RS,2019,105057,2.0,140,petrol,automatic,front,white,Dortmund,private,5,2,no,good,full,sport,1.4,7.5
57199.41,Mercedes-Benz,CLS,2024,30988,1.4,90,petrol,automatic,front,white,Bielefeld,dealer,5,1,no,excellent,full,amg,3.0,7.2
53788.79,Porsche,911,2020,126750,1.5,100,petrol,manual,rear,black,Stuttgart,dealer,5,1,no,good,partial,sport,8.7,6.7
12232.4,Skoda,Fabia,2025,6268,3.0,210,diesel,automatic,front,black,Duesseldorf,private,5,3,no,excellent,full,sport,8.1,7.2
10894.38,Ford,Focus,2023,80260,3.0,210,diesel,automatic,front,white,Muenster,dealer,4,5,no,good,full,sport,12.3,6.6
6819.9,Skoda,Karoq,2014,156866,3.0,220,petrol,automatic,front,black,Duesseldorf,dealer,5,2,no,good,full,sport,10.2,10.1
9670.76,Skoda,Superb,2021,65806,1.6,90,diesel,manual,front,white,Cologne,dealer,4,6,yes,good,full,sport,18.4,5.7
23709.07,Volkswagen,T-Cross,2024,41545,0.0,100,electric,automatic,all,silver,Frankfurt,dealer,4,3,no,excellent,full,s_line,12.4,14.4
2900.14,Volkswagen,Polo,2014,343763,3.0,210,diesel,automatic,all,black,Stuttgart,private,5,1,no,fair,none,base,5.4,6.4
10133.96,Ford,Kuga,2021,110008,3.0,220,petrol,automatic,front,grey,Leipzig,private,4,6,no,excellent,full,sport,12.7,10.0
7819.72,Mercedes-Benz,S-Klasse,2011,271418,3.0,180,diesel,manual,all,silver,Berlin,dealer,5,1,no,fair,partial,base,9.3,6.1
11136.15,Opel,Crossland,2022,31511,1.4,90,petrol,automatic,all,black,Berlin,dealer,5,1,no,excellent,full,base,10.6,5.6
16699.4,Porsche,Boxster,2014,223952,3.0,180,diesel,manual,rear,black,Duesseldorf,dealer,4,2,no,good,partial,s_line,3.3,6.2
14783.03,Ford,Puma,2024,45429,2.0,140,petrol,automatic,rear,black,Cologne,private,4,4,no,excellent,full,sport,5.7,7.3
18587.72,Seat,Leon Cupra,2024,54926,3.0,220,petrol,automatic,front,white,Nuernberg,private,5,3,no,excellent,full,base,1.8,8.4
41270.64,BMW,5er,2024,57051,2.0,110,diesel,automatic,front,blue,Nuernberg,private,5,2,no,excellent,full,sport,10.2,5.9
10758.43,Ford,S-Max,2022,49593,2.5,180,hybrid,manual,front,silver,Dresden,dealer,4,6,no,excellent,full,base,2.3,5.2
8865.7,Mercedes-Benz,EQA,2018,175336,1.0,60,petrol,automatic,all,blue,Frankfurt,dealer,4,5,no,good,partial,sport,10.0,5.6
12573.99,Volkswagen,Tiguan R-Line,2020,187872,2.0,140,hybrid,automatic,front,silver,Dresden,private,4,6,no,good,full,s_line,9.9,4.7
10514.9,Opel,Corsa,2024,24471,3.0,210,diesel,manual,front,black,Duesseldorf,dealer,4,3,no,excellent,full,base,10.9,6.6
11182.15,Seat,Leon,2019,54810,3.0,220,petrol,automatic,all,black,Munich,dealer,4,1,no,excellent,full,base,10.8,9.1
8004.08,Opel,Corsa,2024,22653,3.0,220,petrol,automatic,front,red,Duesseldorf,dealer,4,2,no,excellent,full,sport,0.0,9.6
29568.74,BMW,5er,2022,46721,3.0,210,diesel,automatic,rear,black,Munich,private,4,2,no,excellent,full,s_line,4.9,6.9
16090.0,Porsche,Cayman,2020,190062,4.0,300,petrol,automatic,rear,white,Stuttgart,dealer,4,5,yes,fair,full,sport,13.8,12.6
19237.14,Volkswagen,Golf GTI,2021,52154,3.0,220,petrol,manual,front,silver,Hamburg,dealer,4,3,no,excellent,full,sport,8.1,10.0
68410.37,Porsche,Macan,2024,23568,3.0,210,diesel,automatic,all,white,Munich,dealer,4,3,no,excellent,full,sport,3.5,7.0
14691.89,Ford,Fiesta,2025,34031,2.5,180,hybrid,automatic,front,white,Berlin,private,3,1,no,excellent,full,base,7.5,5.1
58303.93,Porsche,Macan,2024,36951,3.0,220,petrol,automatic,rear,silver,Frankfurt,private,3,3,no,excellent,full,sport,12.1,10.4
50299.8,Mercedes-Benz,GLE,2024,36132,2.0,110,diesel,automatic,rear,white,Berlin,dealer,4,3,no,excellent,full,base,21.3,4.9
18085.41,Audi,Q7,2024,44649,1.6,110,petrol,manual,all,black,Stuttgart,private,4,2,yes,good,none,sport,0.0,7.1
44175.88,Audi,e-tron,2024,26820,3.0,210,hybrid,automatic,rear,blue,Frankfurt,dealer,4,4,no,excellent,full,sport,10.7,5.4
5116.17,Opel,Corsa,2017,97873,1.6,110,petrol,automatic,all,grey,Muenster,dealer,5,3,no,excellent,full,sport,9.2,6.9
14854.2,Audi,A4,2021,49930,3.0,220,petrol,manual,front,red,Cologne,dealer,4,2,no,excellent,full,s_line,4.9,9.5
8064.55,Porsche,Panamera,2011,290408,4.0,300,petrol,manual,rear,white,Stuttgart,dealer,5,2,no,fair,none,sport,1.2,12.7
26031.19,Volkswagen,Tiguan,2022,52700,1.6,110,petrol,automatic,rear,silver,Nuernberg,dealer,4,1,no,excellent,full,sport,16.6,6.7
19655.97,Opel,Grandland,2024,27014,3.0,180,diesel,automatic,all,black,Leipzig,dealer,4,3,no,excellent,full,sport,3.0,7.0
8094.17,Skoda,Kodiaq,2018,136224,1.6,90,diesel,automatic,rear,white,Dresden,dealer,4,1,no,good,none,base,1.0,3.7
10314.79,Audi,A3,2020,45139,3.0,180,diesel,automatic,all,blue,Bremen,dealer,4,1,no,excellent,none,sport,13.4,6.5
63106.06,BMW,X6,2025,11424,0.0,200,electric,automatic,rear,red,Bielefeld,dealer,5,6,no,excellent,full,sport,3.1,18.4
99965.36,Porsche,Cayenne,2024,30451,1.4,90,petrol,automatic,all,white,Hamburg,dealer,5,1,no,excellent,full,s_line,2.8,7.2
6773.53,Skoda,Superb,2012,198183,3.0,210,diesel,automatic,front,black,Dortmund,dealer,4,1,no,good,none,sport,1.5,5.4
11381.69,Skoda,Enyaq,2022,97205,3.0,210,diesel,manual,front,white,Frankfurt,dealer,4,3,no,good,partial,base,14.6,7.4
8242.51,Skoda,Karoq,2019,101298,2.0,140,diesel,manual,front,blue,Nuernberg,private,4,1,no,good,partial,base,3.5,6.2
38584.64,Mercedes-Benz,E-Klasse,2023,33240,2.0,180,petrol,automatic,front,grey,Hamburg,dealer,4,1,no,excellent,full,sport,3.7,8.6
35472.63,Volkswagen,Golf GTI,2024,25942,2.0,140,petrol,automatic,front,black,Berlin,dealer,5,1,no,excellent,full,sport,12.7,7.4
43837.92,BMW,i4,2025,13017,1.5,100,petrol,automatic,rear,grey,Duesseldorf,dealer,4,2,no,excellent,full,m_sport,12.2,6.5
5039.6,Skoda,Fabia,2017,87351,1.5,100,petrol,automatic,front,red,Dortmund,private,4,1,no,excellent,partial,base,12.6,5.7
28930.22,Volkswagen,T-Cross,2025,19200,0.0,150,electric,automatic,front,white,Bielefeld,private,5,3,no,excellent,full,s_line,13.5,16.5
18412.96,Mercedes-Benz,C-Klasse,2021,119668,3.0,210,diesel,automatic,rear,silver,Muenster,private,4,4,no,excellent,full,base,12.6,6.5
8152.54,Volkswagen,ID.4,2011,159439,2.0,140,hybrid,automatic,front,blue,Dortmund,dealer,4,4,no,good,partial,sport,6.5,4.5
33538.8,Audi,Q5,2024,38545,2.0,140,diesel,automatic,front,white,Dresden,dealer,4,1,no,excellent,full,s_line,12.1,6.0
2900.61,Seat,Ateca,2016,350000,1.0,60,petrol,manual,front,blue,Leipzig,dealer,5,5,yes,fair,full,base,4.7,5.6
7037.45,Seat,Leon Cupra,2009,187041,2.0,140,petrol,manual,all,black,Nuernberg,dealer,4,2,no,good,full,base,11.9,8.0
3273.29,Opel,Mokka,2016,170601,2.0,140,hybrid,automatic,rear,white,Frankfurt,dealer,5,5,yes,fair,partial,base,0.0,5.1
14710.17,Opel,Crossland,2024,32244,3.0,210,hybrid,automatic,front,grey,Stuttgart,dealer,5,1,yes,excellent,full,sport,11.3,5.8
6582.79,Opel,Astra,2012,154443,1.6,90,diesel,automatic,all,blue,Hamburg,dealer,4,1,no,good,partial,sport,5.4,4.5
7348.63,Opel,Grandland,2019,110069,1.6,90,diesel,automatic,all,grey,Hamburg,private,5,6,no,good,none,sport,8.6,4.4
26941.74,Porsche,Macan,2020,73692,2.0,180,petrol,automatic,rear,blue,Duesseldorf,dealer,5,2,no,excellent,full,base,2.2,8.6
4465.0,BMW,X1,2017,264413,2.0,140,diesel,automatic,all,grey,Frankfurt,dealer,4,1,no,fair,full,s_line,0.5,5.9
76617.95,Porsche,Boxster,2023,39272,2.0,140,petrol,automatic,rear,black,Bonn,private,4,1,no,excellent,full,s_line,18.8,7.2
6692.94,Opel,Insignia,2017,101496,2.0,180,petrol,manual,all,silver,Hamburg,dealer,4,2,yes,good,full,base,6.0,6.2
5986.46,Skoda,Octavia,2011,172186,3.0,210,diesel,manual,all,grey,Hamburg,dealer,4,1,no,good,full,sport,8.2,7.3
13255.59,Skoda,Superb L&K,2021,88984,1.2,70,petrol,automatic,front,black,Bremen,dealer,5,3,no,good,full,base,7.0,5.5
10842.74,Ford,Fiesta,2021,20374,2.5,180,hybrid,automatic,all,grey,Frankfurt,dealer,5,1,no,excellent,full,sport,4.1,5.1
8042.08,Opel,Mokka,2018,97122,3.0,210,diesel,automatic,front,black,Duesseldorf,dealer,4,2,no,excellent,full,sport,16.7,7.5
10110.49,Skoda,Fabia,2022,37084,4.0,300,petrol,automatic,front,red,Cologne,dealer,4,1,no,excellent,full,sport,13.5,11.4
26196.73,Volkswagen,Arteon,2024,33598,3.0,210,hybrid,manual,all,black,Bielefeld,dealer,4,5,no,excellent,full,base,15.3,6.1
16212.71,Skoda,Kodiaq,2022,59766,1.6,110,petrol,automatic,front,green,Berlin,dealer,5,3,no,excellent,full,sport,14.7,6.4
50249.89,Porsche,Cayenne,2021,114016,3.0,220,petrol,manual,all,black,Bielefeld,dealer,4,3,no,good,full,sport,10.9,8.4
7401.08,Opel,Corsa,2023,27048,1.2,70,petrol,manual,front,silver,Nuernberg,dealer,5,5,no,excellent,full,sport,20.4,5.9
22989.94,Seat,Tarraco,2025,27693,2.5,180,hybrid,manual,front,blue,Frankfurt,dealer,4,3,no,excellent,full,sport,20.3,4.7
